ch4_emissions,co2_emissions,facility_id,facility_name,n2o_emissions,reporting_year,quantity_of_fuel_combusted,unit_of_measure,fuel_combusted_type,combustion_unit_type
55.55,82676.4,1008173,"Marathon Oil Corporation Williston Basin, AAPG Basin 395",0.1,2017,1011229.96,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.00E+00,8.1,1010397,Riviera Resources 535 Green River Basin Production Segment,0.00E+00,2018,17524.72,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
1.55,1725.7,1009039,WPX Energy Permian LLC,0.003,2022,22369.81,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.85,20944.8,1008702,COTERRA ENERGY - 360 - ANADARKO BASIN,0.17,2023,274.3267504,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,431.3,1010294,Discovery Natural Resources LLC - 430 Permian Basin,0.001,2019,7923.27,1000SCF,field_process_gas,COMB_compressor-driver
6.00E-02,1.49E+03,1008052,DJR Operating - San Juan Basin Oil and Gas Production,0.012,2019,19.54677084,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.00E+00,1.4,1008753,Foundation Energy Management 345 Arkoma Basin,0.00E+00,2016,26.53,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
1.68,41344.5,1010943,Repsol Texas Onshore Properties - Eagle Ford,0.335,2017,541.5137293,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.1,1035.8,1008287,360 Anadarko Basin DEC,0.00E+00,2015,24.75806667,1000SCF,propane,COMB_compressor-driver
7.50E-01,4.84E+02,1014661,Greylock 575 Uinta Basin Production,0.001,2022,8468.05,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
1.22,30142.6,1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,0.245,2023,394.7964573,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.03,1474.4,1008402,California Resources Production Corporation  San Joaquin Valley Basin 745,0.003,2018,27082.35,1000SCF,natural_gas_PQ,COMB_compressor-driver
1.29E+00,1376.5,1008090,"Validus Energy Aquilas AssetCo, LLC",0.002,2019,18826.88,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
62.62,57598.9,1008632,"BPX Energy Permian Basin, AAPG Basin 430",0.102,2020,829510.4163,1000SCF,field_process_gas,COMB_compressor-driver
0.01,489.6,1006564,Greylock Energy,0.001,2021,8993,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
11.7,9061.4,1008167,Berry Petroleum Company - Uinta Basin 575,0.018,2020,141869,1000SCF,field_process_gas,COMB_compressor-driver
0.06,3236.5,1009890,"Comstock Oil & Gas-LA, LLC",0.006,2020,59450.39,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,68,1009859,Blackbeard Operating - 220 - Gulf Coast Basin,0.001,2019,0.8903125,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1009388,XTO Energy Inc 420 Fort Worth Syncline,0.00E+00,2021,0,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
22.52,17631,1009388,XTO Energy Inc 420 Fort Worth Syncline,0.033,2018,281146.8844,1000SCF,field_process_gas,COMB_compressor-driver
4.37E+02,369264.2,1008111,ConocoPhillips Alaska Inc - KRU-ALP Fields,0.677,2019,5478974.114,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.09,4889.9,1013381,Enerplus Resources (USA) Corporation - Denver Basin,0.009,2019,66110,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
181.38,118927.6,1014829,"Faulconer Energy, LLC - Basin 260",0.256,2023,2073417.92,1000SCF,field_process_gas,COMB_compressor-driver
0.03,825.4,1009274,MERIT ENERGY CO LLC 360 ANADARKO BASIN,0.007,2023,10.81128125,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,299.2,1010485,"Sanguine Gas Exploration, LLC 360 Anadarko Basin Production",0.002,2021,3.918177085,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,185.8,1008199,Grizzly Arkoma Basin,0.00E+00,2016,3406.55,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
8.60E-01,21095.1,1008079,XTO Energy Inc 260 East Texas,0.171,2015,276.2959131,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,74,1008123,Denbury Onshore LLC 220 Gulf Coast,0.001,2015,0.969344445,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,52.5,1009101,REM 305 Michigan Basin - PRODUCTION,0.00E+00,2022,0.687104688,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.3,7392.8,1011185,Lime Rock Resources V-A Williston Basin 395,0.06,2018,96.82750003,1000SCF,diesel,COMB_compressor-driver
1.41,74690.8,1010721,Appalachian Basin (Eastern Overthrust Area),0.141,2017,1371994.86,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.34,18160.5,1009281,395 Williston Basin QEP Energy Company,0.034,2019,333591,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
63.3,46335.7,1009436,Muskegon Development Company,0.1,2017,846775,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,196.6,1010588,Permian Operations - Shell Exploration & Production Company,0.00E+00,2017,3633,1000SCF,field_process_gas,COMB_compressor-driver
10.32,254502.6,1008351,"EOG Resources, Inc. 430 Permian basin",2.065,2021,3333.377325,1000SCF,diesel,COMB_compressor-driver
0.05,2603.5,1010684,"Goodrich Petroleum, Basin 220 (Gulf Coast Basin)",0.005,2016,47823,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.65,883.8,1013019,WHRMC - GULF COAST BASIN-ONSHORE PRODUCTION,0.00E+00,2017,10914.21,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.06,3055.7,1008402,California Resources Production Corporation  San Joaquin Valley Basin 745,0.006,2018,39329.38,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.00E+00,6.1,1007479,ConocoPhillips Permian (430),0.00E+00,2016,0.092907986,1000SCF,fuel_other,COMB_engine>1MMBTU/hr
1.81,44604.2,1011803,Apache Corporation + 430 + Permian Basin,0.362,2017,584.2089327,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1010621,TGNR East Texas Basin,0.00E+00,2021,0,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
58.8,66587.9,1012780,Permian Basin Oil and Gas Production Facilities,0.107,2022,869031.7904,1000SCF,field_process_gas,COMB_compressor-driver
0.64,15735.1,1011395,"White Star Petroleum, LLC",0.128,2016,206.0919706,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,1.9,1008807,SandRidge 375 Sedgwick Basin,0.00E+00,2019,31,1000SCF,field_process_gas,COMB_compressor-driver
0.01,166.6,1009192,Whiting Oil and Gas Corporation 430 Permian Basin,0.001,2020,2.181492883,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,295.6,1009286,PDC Energy 540 Denver Basin,0.002,2022,3.872137501,1000SCF,diesel,COMB_boiler>5MMBTU/hr
4.08,2361.2,1011854,WESTERN ANDARKO BASIN (WAB) BUSINESS UNIT-BASIN 360,0.007,2023,53061.75,1000SCF,field_process_gas,COMB_compressor-driver
0.03,1327.3,1011534,BBOG Gulf Coast Basin #220,0.003,2018,24382,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
30.44,20653.9,1011962,Paxton Resources,0.049,2017,393926.9,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,186.5,1013111,Hilcorp Energy Company - Central Overthrust Basin (507),0.00E+00,2020,3426.64,1000SCF,natural_gas_PQ,COMB_compressor-driver
4.24,104597.4,1008290,430 Permian Basin DEC,0.849,2023,1369.977049,1000SCF,diesel,COMB_engine>1MMBTU/hr
53.5,43626.1,1013732,Basin 360 - Mach II,0.082,2020,667086.5735,1000SCF,field_process_gas,COMB_compressor-driver
0.19,4652.6,1013735,Steward Energy II 430 Permian Basin,0.038,2019,60.93854863,1000SCF,diesel,COMB_compressor-driver
4.22,3880,1013381,Enerplus Resources (USA) Corporation - Denver Basin,0.006,2022,57940.18,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.19,9919.6,1014415,"Caza Petroleum, LLC - Permian OSP",0.019,2023,141390.31,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,30.1,1012706,Hilcorp Energy Company - Green River Basin (535),0.00E+00,2023,0.394625,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.2,122,1011978,Morningstar Operating LLC  SAN JUAN BASIN 580,0.00E+00,2016,0.016309028,1000SCF,diesel,COMB_engine>1MMBTU/hr
23.55,23012.2,1011393,Ascent Resources - Utica (160),0.042,2021,321985.3593,1000SCF,field_process_gas,COMB_compressor-driver
2.83,69864.6,1008051,"Range Resources - Appalachia, LLC - Basin 160A",0.567,2016,915.0601934,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,41.2,1012706,Hilcorp Energy Company - Green River Basin (535),0.00E+00,2022,0.539668403,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,1.1,1010673,Paradox Upstream LLC 585 Paradox Basin,0.00E+00,2019,15.4,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.18,9650.9,1009691,430 Permian Basin QEP Energy Company,0.018,2016,177277,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.23,161,1008165,Berry Petroleum Company 585 Piceance Basin Production Segment,0.00E+00,2021,2728.2,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.17,131.6,1012605,"Trinity Operating USG, LLC - Chautauqua Platform (Basin 355)",0.00E+00,2023,2250,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.15,7951.7,1013414,"Columbus Energy 220 Gulf Coast Basin (LA,TX)",0.015,2021,127950.8,1000SCF,field_process_gas,COMB_compressor-driver
0.31,16622.7,1014341,Rio Oil and Gas (Permian) II LLC,0.031,2022,305342.4982,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.26,13821.2,1011913,SWN Production (Louisiana),0.026,2022,252895.62,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
82.59,74786.1,1009265,360 Anadarko Basin,0.133,2017,1073237.773,1000SCF,field_process_gas,COMB_compressor-driver
6.60E-01,3.51E+04,1008290,430 Permian Basin DEC,0.066,2022,645561.8318,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
3.91,75217.9,1008173,Marathon Oil Company - Williston Basin (AAPG Basin 395),0.139,2020,1381677.22,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.92,915.9,1010320,BASIN 305 PRODUCTION,0.001,2019,13062,1000SCF,field_process_gas,COMB_compressor-driver
6.25,331613.7,1008163,Berry Petroleum Company - San Joaquin Basin 745,0.625,2020,6091411.025,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
9.74,12009.1,1012129,Permian Basin Operations,0.019,2016,152220,1000SCF,field_process_gas,COMB_compressor-driver
2.2,54320,1010294,Discovery Natural Resources LLC - 430 Permian Basin,0.441,2022,711.4622207,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.14,3388.4,1008203,Powder River Basin - AAPG Province 515,0.03,2020,44.38020661,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.55,13531.4,1010372,BATTALION OIL CORP,0.11,2020,177.2284671,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.77,541.6,1009141,XTO Energy Inc 595 Piceance,0.001,2018,9276.45,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,24.6,1009340,Unit Petroleum 377 Arkoma Basin,0.00E+00,2015,0.322450868,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.00E-02,175.7,1011962,Paxton Resources,0.001,2022,2.323368056,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.32,16845.5,1013034,SEP East Texas Basin 260 Production,0.032,2021,309435,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.01,353.8,1008199,Grizzly Arkoma Basin,0.001,2018,6538,1000SCF,field_process_gas,COMB_compressor-driver
0.01,761,1008051,"Range Resources - Appalachia, LLC - Basin 160A",0.001,2017,13978.07,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.17,4083.5,1010190,"Williston Basin (Petro-Hunt, LLC)",0.033,2017,53.48377521,1000SCF,diesel,COMB_boiler>5MMBTU/hr
1.74E+00,42774.1,1014071,VTX Energy Operating LLC,0.347,2021,560.2387658,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,575.1,1008202,Denver Basin - AAPG Province 540,0.005,2022,7.532609221,1000SCF,diesel,COMB_compressor-driver
0.00E+00,2017.9,1008784,CNX Gas Company LLC -160 Appalachian Basin,0.00E+00,2015,37067.6,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
40.06,42155.3,1010837,Matador Production Company - Gulf Coast,0.071,2019,573490.004,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,185.8,1008199,Grizzly Arkoma Basin,0.00E+00,2016,3406.55,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
5.90E-01,1.46E+04,1013983,Advance Energy Partners - Basin 430,0.118,2022,190.7497205,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.39E+01,1.82E+04,1013845,Mewbourne Oil Company - Permian Basin 430,0.037,2018,295650,1000SCF,field_process_gas,COMB_compressor-driver
3.60E-01,1.91E+04,1008134,Ovintiv USA Inc. 350.South Oklahoma Folded Belt,0.036,2016,349998.3895,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
3.00E+02,270103.7,1009238,220 Gulf Coast Basin DEC,0.493,2020,3988058.349,1000SCF,field_process_gas,COMB_compressor-driver
2.02,1854.5,1009327,MERIT ENERGY CO LLC 420 FORT WORTH SYNCLINE,0.003,2016,27187.3,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,24.7,1010224,"Black Hills Exploration and Production (New Mexico, San Juan Basin Field Facilities)",0.00E+00,2015,0.322838542,1000SCF,diesel,COMB_engine>1MMBTU/hr
12.86,15146.1,1009278,515 Powder River Basin DEC,0.023,2023,189378.7279,1000SCF,field_process_gas,COMB_compressor-driver
0.76,18624.4,1011688,Equinor USA Onshore Properties - APB Basin 160A,0.15,2018,242.7216459,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,906.2,1011873,"Lime Rock Resources III-A, Williston Basin",0.002,2022,16645.66,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
2.00E-02,4.33E+02,1009511,"Alta Mesa Services, LP",0.001,2015,10512,1000SCF,field_process_gas,COMB_compressor-driver
4.12,21869.6,1009039,WPX Energy Permian LLC,0.41,2019,333739.219,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,225.5,1011761,"Extraction Oil & Gas, Inc.",0.00E+00,2021,4142.87,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.61,32296.6,1010738,"Cat Canyon Resources, LLC 750 Santa Maria Basin",0.061,2022,586840,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
3.10E-01,7666.3,1012893,BlueCrest Alaska - 820 Cook Inlet Basin,0.062,2017,100.4103337,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.01,277.2,1008190,West Bay,0.002,2023,3.665520835,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,75.4,1008506,Mid-Gulf Coast Basin Code 210,0.00E+00,2020,0.990572917,1000SCF,diesel,COMB_engine>1MMBTU/hr
9.39,5997,1011518,Grizzly Green River Basin 535,0.012,2017,102222.0567,1000SCF,field_process_gas,COMB_compressor-driver
0.13,3084,1011963,345 Arkoma Bravo NR,0.00E+00,2015,40.39371876,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.78,2743.9,1008407,Ovintiv USA Inc. 575.Uinta,0.005,2019,37418.18,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.2,427.1,1008348,Trendwell Energy Corporation,0.002,2017,23465,1000SCF,field_process_gas,COMB_compressor-driver
3.00E-02,5.47E+02,1009691,430 Permian Basin QEP Energy Company,0.005,2019,12.78427257,1000SCF,propane,COMB_boiler>5MMBTU/hr
2.98E+00,73364.1,1009286,PDC Energy 540 Denver Basin,0.595,2023,960.8947642,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.61E+02,164020.5,1008290,430 Permian Basin DEC,0.287,2019,2323007.852,1000SCF,field_process_gas,COMB_compressor-driver
0.52,12919.3,1011407,Rosetta Resources 430 Permian Basin,0.105,2016,169.2125799,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,413.4,1011498,Hibernia Resources IV Basin 430,0.003,2019,5.414062502,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.21,29770.9,1011831,Point Thomson Production Facility,0.242,2016,389.9280683,1000SCF,diesel,COMB_engine>1MMBTU/hr
92.48,50866.7,1012024,Tapstone 360 Anadarko,0.137,2018,1108315.682,1000SCF,field_process_gas,COMB_compressor-driver
3.84,94668.9,1008290,430 Permian Basin DEC,0.768,2019,1239.937283,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.09,2393.8,1013913,"Zarvona Energy, LLC",0.004,2022,33675.58,1000SCF,field_process_gas,COMB_compressor-driver
0.13,100.1,1007486,"Tanos Exploration II, LLC Arkla Basin, AAPG 230",0.00E+00,2017,1544.5,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.04,2207.1,1008173,Marathon Oil Company - Williston Basin (AAPG Basin 395),0.004,2021,40543.14,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.17,3518.5,1009106,Slawson Exploration - Williston Basin 395,0.034,2018,82.21354169,1000SCF,propane,COMB_boiler>5MMBTU/hr
3.96,2550.7,1009170,260 East Texas Basin - BP America Production Company,0.006,2022,44985.99,1000SCF,field_process_gas,COMB_compressor-driver
63.06,74950.3,1012556,FDL Energy LLC,0.118,2016,952139.5678,1000SCF,field_process_gas,COMB_compressor-driver
0.12,88.8,1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,0.00E+00,2017,1460,1000SCF,field_process_gas,COMB_compressor-driver
0.01,431.3,1010294,Discovery Natural Resources LLC - 430 Permian Basin,0.001,2019,7923.27,1000SCF,field_process_gas,COMB_compressor-driver
5.76,9627.1,1010621,TGNR Gulf Coast LLC and TGNR East Texas LLC,0.008,2015,62769.78,1000SCF,field_process_gas,COMB_compressor-driver
36.5,24648.4,1011674,Sage Natural Resources 415 Strawn Basin,0.052,2019,423325.2389,1000SCF,field_process_gas,COMB_compressor-driver
2.81,69344.7,1009707,COG Operating LLC  430 Permian Basin,0.553,2016,908.2715472,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.86,45823.1,1013742,Luxe 430 Permian Basin,0.372,2019,600.1731181,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.09,2275.4,1009848,GeoSouthern Energy Corporation,0.018,2016,29.80167362,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.15E+01,2556.9,1009956,"Elk Operating Services, LLC 585 Paradox Basin",0.005,2019,38229.5,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.00E+00,0.00E+00,1009386,XTO Energy Inc 220 Gulf Coast,0.00E+00,2022,0,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.05,1323.9,1009932,"Enervest Operating, L.L.C. 160A Appalachian Basin (Eastern Overthrust area)",0.001,2020,17.33987865,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,272,1008528,"Chesapeake Operating LLC, 260 - East Texas Basin",0.002,2015,3.473421876,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.00E+00,24775.9,1009185,Whiting Oil and Gas Corporation 540 Denver Basin,0.201,2015,324.5052242,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.85,45488.4,1014504,CrownQuest Operating - Basin 430,0.369,2019,595.7897728,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,494,1008639,Citation Oil & Gas Corp. 430 Permian Basin,0.004,2021,6.470138891,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.03,796.3,1009357,Finley Resources Inc - Uintah Basin (575),0.006,2018,10.42965,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.12,88.8,1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,0.00E+00,2017,1460,1000SCF,field_process_gas,COMB_compressor-driver
0.28,14997,1011848,Indigo Resources LLC,0.028,2016,275151.442,1000SCF,field_process_gas,COMB_compressor-driver
1.25E+00,30852.7,1009039,WPX Energy Permian LLC,0.25,2016,404.0968022,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.13,3187.9,1010945,"EXCO Resources, Inc. - Gulf Coast Basin #220",0.026,2021,41.75431946,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.38,20318.4,1011894,"SRC Energy, Inc.",0.038,2015,373229.4198,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1009143,XTO Energy Inc 360 Anadarko,0.00E+00,2015,0,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.02,1323.5,1013671,"Inpex 220 Gulf Coast Basin (LA, TX)",0.003,2022,24311.92,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
6.90E-01,3.67E+04,1008503,Coterra Energy 160A Appalachian (EOA),0.069,2023,674354.8,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
1.64,87211.2,1008293,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),0.16,2020,1601982.09,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.01,431.3,1010294,Discovery Natural Resources LLC - 430 Permian Basin,0.001,2019,7923.27,1000SCF,field_process_gas,COMB_compressor-driver
0.36,19204.2,1006770,TPIC Basin 220,0.036,2015,352761.7226,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
1.42,35113.2,1007479,ConocoPhillips Permian (430),0.285,2015,459.8994776,1000SCF,diesel,COMB_engine>1MMBTU/hr
64.18,64712,1013222,"Noble Energy, Inc. - Permian Basin 430",0.116,2023,881451.7391,1000SCF,field_process_gas,COMB_compressor-driver
0.08,4278.5,1008323,Foundation Energy Management 595 Piceance Basin,0.008,2015,78592.54,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.75,18437.7,1013264,Anschutz Exploration Corporation - Powder River Basin,0.15,2018,241.4903143,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.06,1395.5,1010002,Murex Petroleum Corporation - Williston Basin 395,0.011,2019,18.27814237,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,30.4,1009335,Presidio Petroleum 360 Anadarko Basin,0.00E+00,2015,557.54,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
158.02,91191.6,1012509,Aethon Energy Operating-230-Arkla Basin,0.212,2023,1714584.652,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.47,24850.1,1009582,Naftex Operating Company,0.047,2023,449534.4084,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.06,3121.7,1010325,Oasis Petroleum,0.01,2017,57273.32,1000SCF,field_process_gas,COMB_compressor-driver
1.65,40364.5,1008092,EP Energy E&P 220 Gulf Coast Basin,0.33,2015,552.857241,1000SCF,distillate_fueloil_other,COMB_engine>1MMBTU/hr
0.02,400,1002157,Caelus Natural Resources Alaska 890 - Arctic Slope Basin,0.003,2016,5.079861113,1000SCF,diesel,COMB_boiler>5MMBTU/hr
22.65,18019.8,1010485,"Sanguine Gas Exploration, LLC 360 Anadarko Basin Production",0.034,2023,281962.3948,1000SCF,field_process_gas,COMB_compressor-driver
152.7,165139.4,1008290,430 Permian Basin DEC,0.3,2015,2251716.235,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
2.14,52781.7,1008890,Summit Petroleum LLC,0.428,2023,691.3148231,1000SCF,diesel,COMB_engine>1MMBTU/hr
81.83,72366.1,1008352,"EOG Resources, Inc. 360 Anadarko basin",0.132,2018,1071734.441,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.1,4249,1008753,Foundation Energy Management 345 Arkoma Basin,0.008,2020,78049.68,1000SCF,field_process_gas,COMB_compressor-driver
0.54,28537.2,1011782,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",0.054,2019,524200,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.56,1619.9,1010765,BreitBurn Florida LLC,0.002,2018,14586.62,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.17,9075.7,1011861,"Rice Drilling B, LLC - Basin 160A",0.017,2016,166712,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.02,830.1,1008202,Denver Basin - AAPG Province 540,0.002,2021,15248,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.00E+00,14697,1008540,Dugan Production Corp- San Juan Basin,0.00E+00,2021,179468.675,1000SCF,field_process_gas,COMB_compressor-driver
0.68,14263.2,1013106,Surge Energy 430 Permian Basin,0.136,2022,329.0738039,1000SCF,LPG,COMB_engine>1MMBTU/hr
1.13,1595.7,1008089,Encana Oil & Gas - Mid-Gulf Coast Basin,0.002,2016,22851.2,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
2.08E+00,5.13E+04,1008503,Coterra Energy 160A Appalachian (EOA),0.416,2015,671.5175349,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.38,1133.5,1010183,Antero Resources - 160A - Appalachian Basin (Eastern Overthurst Area),0.002,2021,17425.42,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.03,1850.1,1009125,PureWest/Green River Basin,0.003,2022,33984.7,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.00E+00,117.5,1008199,Grizzly Arkoma Basin,0.00E+00,2016,2153.5,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
67.91,75303,1008216,Encana Oil & Gas - San Juan Basin,0.129,2015,1120911.204,1000SCF,field_process_gas,COMB_compressor-driver
0.02,877.2,1008199,Grizzly Arkoma Basin,0.002,2019,16207.9,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.09,5059.6,1008296,Caerus Piceance LLC,0.01,2019,92758.12,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.41,10027.8,1011854,WESTERN ANDARKO BASIN (WAB) BUSINESS UNIT-BASIN 360,0.081,2020,131.3397422,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.19,10311.7,1012021,Liberty Resources Managment LLC 395 Williston Basin,0.019,2023,140296.83,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
137.28,140478.3,1008331,Ovintiv USA Inc - Permian Basin,0.241,2020,1952723.393,1000SCF,field_process_gas,COMB_compressor-driver
0.2,5002.3,1013833,Mewbourne Oil Company - Anadarko Basin 360,0.041,2017,65.51844447,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.57,189170.2,1008308,"Shadow Wolf Energy, LLC. - Los Angeles Basin 760",0.357,2015,3439028.1,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.03,590.4,1009674,SM Energy (Basin 430) Permian Basin,0.006,2018,13.79449653,1000SCF,propane,COMB_engine>1MMBTU/hr
0.00E+00,3458,1011976,Indigo Resources LLC 260 East Texas Basin,0.00E+00,2017,63453,1000SCF,field_process_gas,COMB_compressor-driver
1.26,1482.1,1013851,U.S. Energy Development Corp.,0.003,2020,20017.3,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1009143,XTO Energy Inc 360 Anadarko,0.00E+00,2015,0,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.16,8488.4,1011387,Crestone Peak - Denver Basin (Watkins),0.00E+00,2021,155923.3506,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
