facility_id,facility_name,industry_segment,reporting_year,small_ext_heat,small_in_theat,table_desc,table_num,total_number_of_units
1008331,Ovintiv USA Inc - Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,417.0000000000
1008702,COTERRA ENERGY - 360 - ANADARKO BASIN,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,824.0000000000
1013809,SEP Williston Basin 395 Gathering,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,11.0000000000
1012628,EP Energy E&P 220 Gulf Coast Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,129.0000000000
1005388,FORT MORGAN CITY OF,Natural gas distribution [98.230(a)(8)],2018,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012817,DGC - Arkoma BG,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,57.0000000000
1004977,Dominion Energy Questar Gas Company (Dist) (Utah),Natural gas distribution [98.230(a)(8)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,49.0000000000
1013010,Verdun Oil Company-Gulf Coast Basin-Onshore Production,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8.0000000000
1008111,ConocoPhillips Alaska Inc - KRU-ALP Fields,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,277.0000000000
1012135,"Hilcorp North Slope, Basin 890-G&B Facility",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1013983,Advance Energy Partners - Basin 430,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,29.0000000000
1009485,Chief Oil & Gas LLC (160A),Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,227.0000000000
1008213,SWEPI / Green River Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2016,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1011702,"Eureka Midstream, LLC",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1009308,EQT Production - Basin 160 - Appalachian,Onshore petroleum and natural gas production [98.230(a)(2)],2018,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012393,Energy Transfer 230 - Arkla Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,31.0000000000
1013288,XCL - Uinta Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,75.0000000000
1013407,Birch Resources,Onshore petroleum and natural gas production [98.230(a)(2)],2021,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,127.0000000000
1006770,TPIC Basin 220,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,54.0000000000
1001391,Atmos Energy Corporation - Mississippi,Natural gas distribution [98.230(a)(8)],2021,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1014650,Tellurian Operating LLC - Basin 230 (Arkla Basin),Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012449,"Blackbeard Operating, LLC - 430 Permian Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,145.0000000000
1008081,"Vine Energy, Inc.",Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,666.0000000000
1013221,Noble Midstream Services - Permian Basin 430,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,29.0000000000
1012576,"Kinder Morgan Energy Partners, L.P. 220 Gulf Coast Basin (LA, TX)",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,7.0000000000
1007486,"Tanos Exploration II, LLC Arkla Basin, AAPG 230",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1012378,SPR San Joaquin Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,22.0000000000
1012612,Hilcorp Energy Company - Wind River Basin (530),Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,55.0000000000
1008353,"EOG Resources, Inc. 535 Green River basin",Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,645.0000000000
1008293,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,167.0000000000
1009485,Chief Oil & Gas LLC (160A),Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,255.0000000000
1008598,"Duncan Oil Properties, Inc. 360 Anadarko Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,49.0000000000
1011519,Grizzly Basin 430 (Permian),Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,76.0000000000
1011978,Morningstar Operating LLC  SAN JUAN BASIN 580,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,439.0000000000
1009264,355 Chatauque Platform,Onshore petroleum and natural gas production [98.230(a)(2)],2019,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008998,Henry Resources LLC,Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,57.0000000000
1013021,"Petro-Hunt Dakota, L.L.C.",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,182.0000000000
1010955,City of Deming,Natural gas distribution [98.230(a)(8)],2015,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013288,XCL - Uinta Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2022,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,0E-10
1013896,Crescent Pass 260 East Texas Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,36.0000000000
1013751,Basin 375 - BCE-Mach LLC,Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012044,"Blackbeard Operating East, LLC - Basin 230",Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,51.0000000000
1011873,"Lime Rock Resources III-A, Williston Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,329.0000000000
1012729,CNX Gas Company LLC - 160A Appalachian Basin Eastern Overthrust Area - GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,19.0000000000
1008471,CRI 395 Williston,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,135.0000000000
1002604,THE NARRAGANSETT ELECTRIC COMPANY,Natural gas distribution [98.230(a)(8)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,36.0000000000
1012233,Williams G&B Facility  Anadarko Basin 360,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,10.0000000000
1008136,North Shore E&P Sand Wash,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,52.0000000000
1008481,"Repsol Oil & Gas USA, LLC Appalachian basin (Eastern Overthrust area) - 160A",Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1462.0000000000
1012780,Permian Basin Oil and Gas Production Facilities,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,251.0000000000
1009283,230 Arkla Basin QEP Energy Company,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,22.0000000000
1014376,Longwood RB Pipeline - Permian,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1008199,Grizzly Arkoma Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2020,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013386,Tug Hill Operating Appalachia,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,124.0000000000
